0  15.7106  0  450
1  15.7106  30  450
2  15.7106  60  450
3  15.7106  90  450
4  15.7106  120  450
5  15.7106  150  450
6  15.7106  180  450
7  15.7106  210  450
8  15.7106  240  450
9  15.7106  270  450
10  15.7106  300  450
11  15.7106  330  450
12  15.7106  0  550
13  15.7106  30  550
14  15.7106  60  550
15  15.7106  90  550
16  15.7106  120  550
17  15.7106  150  550
18  15.7106  180  550
19  15.7106  210  550
20  15.7106  240  550
21  15.7106  270  550
22  15.7106  300  550
23  15.7106  330  550
24  15.7106  0  560
25  15.7106  30  560
26  15.7106  60  560
27  15.7106  90  560
28  15.7106  120  560
29  15.7106  150  560
30  15.7106  180  560
31  15.7106  210  560
32  15.7106  240  560
33  15.7106  270  560
34  15.7106  300  560
35  15.7106  330  560
36  27.5184  0  440
37  27.5184  18  440
38  27.5184  36  440
39  27.5184  54  440
40  27.5184  72  440
41  27.5184  90  440
42  27.5184  108  440
43  27.5184  126  440
44  27.5184  144  440
45  27.5184  162  440
46  27.5184  180  440
47  27.5184  198  440
48  27.5184  216  440
49  27.5184  234  440
50  27.5184  252  440
51  27.5184  270  440
52  27.5184  288  440
53  27.5184  306  440
54  27.5184  324  440
55  27.5184  342  440
56  27.5184  0  499.127
57  27.5184  18  499.127
58  27.5184  36  499.127
59  27.5184  54  499.127
60  27.5184  72  499.127
61  27.5184  90  499.127
62  27.5184  108  499.127
63  27.5184  126  499.127
64  27.5184  144  499.127
65  27.5184  162  499.127
66  27.5184  180  499.127
67  27.5184  198  499.127
68  27.5184  216  499.127
69  27.5184  234  499.127
70  27.5184  252  499.127
71  27.5184  270  499.127
72  27.5184  288  499.127
73  27.5184  306  499.127
74  27.5184  324  499.127
75  27.5184  342  499.127
76  27.5184  0  550
77  27.5184  18  550
78  27.5184  36  550
79  27.5184  54  550
80  27.5184  72  550
81  27.5184  90  550
82  27.5184  108  550
83  27.5184  126  550
84  27.5184  144  550
85  27.5184  162  550
86  27.5184  180  550
87  27.5184  198  550
88  27.5184  216  550
89  27.5184  234  550
90  27.5184  252  550
91  27.5184  270  550
92  27.5184  288  550
93  27.5184  306  550
94  27.5184  324  550
95  27.5184  342  550
96  38.5553  0  450
97  38.5553  15  450
98  38.5553  30  450
99  38.5553  45  450
100  38.5553  60  450
101  38.5553  75  450
102  38.5553  90  450
103  38.5553  105  450
104  38.5553  120  450
105  38.5553  135  450
106  38.5553  150  450
107  38.5553  165  450
108  38.5553  180  450
109  38.5553  195  450
110  38.5553  210  450
111  38.5553  225  450
112  38.5553  240  450
113  38.5553  255  450
114  38.5553  270  450
115  38.5553  285  450
116  38.5553  300  450
117  38.5553  315  450
118  38.5553  330  450
119  38.5553  345  450
120  38.5553  0  550
121  38.5553  15  550
122  38.5553  30  550
123  38.5553  45  550
124  38.5553  60  550
125  38.5553  75  550
126  38.5553  90  550
127  38.5553  105  550
128  38.5553  120  550
129  38.5553  135  550
130  38.5553  150  550
131  38.5553  165  550
132  38.5553  180  550
133  38.5553  195  550
134  38.5553  210  550
135  38.5553  225  550
136  38.5553  240  550
137  38.5553  255  550
138  38.5553  270  550
139  38.5553  285  550
140  38.5553  300  550
141  38.5553  315  550
142  38.5553  330  550
143  38.5553  345  550
144  38.5553  0  560
145  38.5553  15  560
146  38.5553  30  560
147  38.5553  45  560
148  38.5553  60  560
149  38.5553  75  560
150  38.5553  90  560
151  38.5553  105  560
152  38.5553  120  560
153  38.5553  135  560
154  38.5553  150  560
155  38.5553  165  560
156  38.5553  180  560
157  38.5553  195  560
158  38.5553  210  560
159  38.5553  225  560
160  38.5553  240  560
161  38.5553  255  560
162  38.5553  270  560
163  38.5553  285  560
164  38.5553  300  560
165  38.5553  315  560
166  38.5553  330  560
167  38.5553  345  560
168  48.75  0  450
169  48.75  11.6129  450
170  48.75  23.2258  450
171  48.75  34.8387  450
172  48.75  46.4516  450
173  48.75  58.0645  450
174  48.75  127.742  450
175  48.75  139.355  450
176  48.75  150.968  450
177  48.75  162.581  450
178  48.75  174.194  450
179  48.75  185.806  450
180  48.75  197.419  450
181  48.75  209.032  450
182  48.75  220.645  450
183  48.75  232.258  450
184  48.75  243.871  450
185  48.75  301.935  450
186  48.75  313.548  450
187  48.75  325.161  450
188  48.75  336.774  450
189  48.75  348.387  450
190  48.75  0  580
191  48.75  11.6129  580
192  48.75  23.2258  580
193  48.75  34.8387  580
194  48.75  46.4516  580
195  48.75  58.0645  580
196  48.75  127.742  580
197  48.75  139.355  580
198  48.75  150.968  580
199  48.75  162.581  580
200  48.75  174.194  580
201  48.75  185.806  580
202  48.75  197.419  580
203  48.75  209.032  580
204  48.75  220.645  580
205  48.75  232.258  580
206  48.75  243.871  580
207  48.75  301.935  580
208  48.75  313.548  580
209  48.75  325.161  580
210  48.75  336.774  580
211  48.75  348.387  580
212  56.25  0  444.5
213  56.25  11.6129  444.5
214  56.25  23.2258  444.5
215  56.25  34.8387  444.5
216  56.25  46.4516  444.5
217  56.25  58.0645  444.5
218  56.25  127.742  444.5
219  56.25  139.355  444.5
220  56.25  150.968  444.5
