7.1084e+01	4.7500e+03	8.3674e-02
7.3445e+01	4.4800e+03	1.1092e-01
7.5230e+01	4.2000e+03	1.4236e-01
7.6615e+01	3.9000e+03	1.7799e-01
7.7715e+01	3.5800e+03	2.1780e-01
7.8602e+01	3.2600e+03	2.6181e-01
7.9329e+01	2.9300e+03	3.1001e-01
7.9930e+01	2.6000e+03	3.6240e-01
8.0432e+01	2.2800e+03	4.1897e-01
8.0854e+01	1.9800e+03	4.7974e-01
8.1211e+01	1.6800e+03	5.4469e-01
8.1513e+01	1.4100e+03	6.1382e-01
8.1771e+01	1.1600e+03	6.8715e-01
8.1991e+01	9.3500e+02	7.6466e-01
8.2178e+01	7.3800e+02	8.4635e-01
8.2337e+01	5.6900e+02	9.3223e-01
8.2473e+01	4.3000e+02	1.0223e+00
8.2587e+01	3.2000e+02	1.1165e+00
8.2682e+01	2.3800e+02	1.2150e+00
8.2762e+01	1.8300e+02	1.3176e+00
8.2827e+01	1.5400e+02	1.4243e+00
8.2880e+01	1.4800e+02	1.5353e+00
8.2921e+01	1.6100e+02	1.6504e+00
8.2951e+01	1.9200e+02	1.7697e+00
8.2973e+01	2.3700e+02	1.8932e+00
8.2986e+01	2.9200e+02	2.0209e+00
8.2992e+01	3.5500e+02	2.1527e+00
8.2991e+01	4.2200e+02	2.2887e+00
8.2983e+01	4.9000e+02	2.4289e+00
8.2970e+01	5.5500e+02	2.5733e+00
8.2952e+01	6.1600e+02	2.7218e+00
8.2928e+01	6.7100e+02	2.8744e+00
8.2901e+01	7.1600e+02	3.0313e+00
8.2869e+01	7.5200e+02	3.1923e+00
8.2833e+01	7.7600e+02	3.3574e+00
8.2794e+01	7.8900e+02	3.5268e+00
8.2751e+01	7.9000e+02	3.7002e+00
8.2706e+01	7.8000e+02	3.8779e+00
8.2658e+01	7.5800e+02	4.0596e+00
8.2607e+01	7.2600e+02	4.2456e+00
8.2553e+01	6.8600e+02	4.4357e+00
8.2498e+01	6.3800e+02	4.6299e+00
8.2440e+01	5.8500e+02	4.8283e+00
8.2380e+01	5.2700e+02	5.0308e+00
8.2318e+01	4.6700e+02	5.2375e+00
8.2254e+01	4.0700e+02	5.4483e+00
8.2189e+01	3.4800e+02	5.6632e+00
8.2122e+01	2.9100e+02	5.8823e+00
8.2054e+01	2.3900e+02	6.1056e+00
8.1984e+01	1.9200e+02	6.3329e+00
8.1912e+01	1.5100e+02	6.5644e+00
8.1840e+01	1.1700e+02	6.8000e+00
8.1766e+01	9.1100e+01	7.0397e+00
8.1691e+01	7.2700e+01	7.2836e+00
8.1615e+01	6.2000e+01	7.5316e+00
8.1538e+01	5.8900e+01	7.7836e+00
8.1461e+01	6.2800e+01	8.0399e+00
8.1382e+01	7.3100e+01	8.3002e+00
8.1302e+01	8.8900e+01	8.5646e+00
8.1221e+01	1.0900e+02	8.8331e+00
8.1140e+01	1.3300e+02	9.1058e+00
8.1058e+01	1.6000e+02	9.3825e+00
8.0975e+01	1.8800e+02	9.6634e+00
8.0891e+01	2.1600e+02	9.9483e+00
8.0807e+01	2.4300e+02	1.0237e+01
8.0722e+01	2.6800e+02	1.0530e+01
8.0636e+01	2.9100e+02	1.0828e+01
8.0550e+01	3.1000e+02	1.1129e+01
8.0463e+01	3.2600e+02	1.1434e+01
8.0376e+01	3.3600e+02	1.1744e+01
8.0288e+01	3.4300e+02	1.2057e+01
8.0200e+01	3.4400e+02	1.2375e+01
8.0111e+01	3.4000e+02	1.2697e+01
8.0022e+01	3.3200e+02	1.3022e+01
7.9932e+01	3.2000e+02	1.3352e+01
7.9842e+01	3.0400e+02	1.3686e+01
7.9751e+01	2.8400e+02	1.4024e+01
7.9661e+01	2.6200e+02	1.4366e+01
7.9569e+01	2.3900e+02	1.4712e+01
7.9478e+01	2.1400e+02	1.5062e+01
7.9386e+01	1.8800e+02	1.5416e+01
7.9293e+01	1.6300e+02	1.5774e+01
7.9201e+01	1.3800e+02	1.6137e+01
7.9108e+01	1.1500e+02	1.6503e+01
7.9014e+01	9.4700e+01	1.6873e+01
7.8921e+01	7.6600e+01	1.7247e+01
7.8827e+01	6.1300e+01	1.7626e+01
7.8733e+01	4.9200e+01	1.8008e+01
7.8639e+01	4.0500e+01	1.8394e+01
7.8544e+01	3.5100e+01	1.8785e+01
7.8449e+01	3.3100e+01	1.9179e+01
7.8354e+01	3.4200e+01	1.9577e+01
7.8259e+01	3.8300e+01	1.9980e+01
7.8163e+01	4.5000e+01	2.0386e+01
7.8067e+01	5.3900e+01	2.0797e+01
7.7971e+01	6.4700e+01	2.1211e+01
7.7875e+01	7.6800e+01	2.1629e+01
7.7779e+01	8.9700e+01	2.2051e+01
7.7682e+01	1.0300e+02	2.2478e+01
7.7586e+01	1.1600e+02	2.2908e+01
7.7489e+01	1.2900e+02	2.3342e+01
7.7392e+01	1.4000e+02	2.3780e+01
7.7295e+01	1.5000e+02	2.4222e+01
7.7197e+01	1.5900e+02	2.4669e+01
7.7100e+01	1.6500e+02	2.5119e+01
7.7002e+01	1.7000e+02	2.5573e+01
7.6904e+01	1.7200e+02	2.6030e+01
7.6806e+01	1.7200e+02	2.6492e+01
7.6708e+01	1.7000e+02	2.6958e+01
7.6610e+01	1.6600e+02	2.7428e+01
7.6512e+01	1.6000e+02	2.7901e+01
7.6413e+01	1.5200e+02	2.8379e+01
7.6315e+01	1.4200e+02	2.8860e+01
7.6216e+01	1.3200e+02	2.9346e+01
7.6117e+01	1.2000e+02	2.9835e+01
7.6019e+01	1.0800e+02	3.0328e+01
7.5920e+01	9.5800e+01	3.0825e+01
7.5821e+01	8.3700e+01	3.1326e+01
7.5721e+01	7.2100e+01	3.1831e+01
7.5622e+01	6.1200e+01	3.2340e+01
7.5523e+01	5.1200e+01	3.2852e+01
7.5423e+01	4.2400e+01	3.3369e+01
7.5324e+01	3.5100e+01	3.3889e+01
7.5224e+01	2.9200e+01	3.4413e+01
7.5125e+01	2.4900e+01	3.4941e+01
7.5025e+01	2.2100e+01	3.5473e+01
7.4925e+01	2.1000e+01	3.6009e+01
7.4825e+01	2.1400e+01	3.6548e+01
7.4725e+01	2.3200e+01	3.7092e+01
7.4625e+01	2.6400e+01	3.7639e+01
7.4525e+01	3.0600e+01	3.8190e+01
7.4425e+01	3.5700e+01	3.8745e+01
7.4325e+01	4.1500e+01	3.9303e+01
7.4225e+01	4.7900e+01	3.9866e+01
7.4125e+01	5.4400e+01	4.0432e+01
7.4024e+01	6.1000e+01	4.1002e+01
7.3924e+01	6.7300e+01	4.1576e+01
7.3823e+01	7.3300e+01	4.2154e+01
7.3723e+01	7.8600e+01	4.2735e+01
7.3623e+01	8.3200e+01	4.3320e+01
7.3522e+01	8.6900e+01	4.3909e+01
7.3421e+01	8.9700e+01	4.4502e+01
7.3321e+01	9.1300e+01	4.5098e+01
7.3220e+01	9.1900e+01	4.5698e+01
7.3119e+01	9.1400e+01	4.6302e+01
7.3019e+01	8.9900e+01	4.6910e+01
7.2918e+01	8.7300e+01	4.7521e+01
7.2817e+01	8.3900e+01	4.8136e+01
7.2716e+01	7.9600e+01	4.8755e+01
7.2615e+01	7.4600e+01	4.9378e+01
7.2514e+01	6.9200e+01	5.0004e+01
7.2413e+01	6.3300e+01	5.0634e+01
7.2313e+01	5.7300e+01	5.1268e+01
7.2212e+01	5.1100e+01	5.1905e+01
7.2111e+01	4.5100e+01	5.2546e+01
7.2010e+01	3.9300e+01	5.3191e+01
7.1909e+01	3.3900e+01	5.3839e+01
7.1808e+01	2.9000e+01	5.4491e+01
7.1706e+01	2.4700e+01	5.5147e+01
7.1605e+01	2.1100e+01	5.5806e+01
7.1504e+01	1.8200e+01	5.6469e+01
7.1403e+01	1.6000e+01	5.7135e+01
7.1302e+01	1.4700e+01	5.7806e+01
7.1201e+01	1.4100e+01	5.8479e+01
7.1100e+01	1.4300e+01	5.9157e+01
